filename,time(s),input size(Mb),output size(Mb)
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u067_h.tsv,162.848333809,111.3359375,9.496366500854492
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u064_l.tsv,170.701409353,115.234375,9.984003067016602
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u128_h.tsv,143.20716672,95.65625,8.291947364807129
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u003_h.tsv,138.786859719,92.37890625,6.998928070068359
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u011_h.tsv,146.63335027,98.421875,8.374265670776367
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u107_l.tsv,161.536573177,107.5078125,9.444498062133789
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u060_l.tsv,191.757812657,124.24609375,10.660693168640137
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u120_l.tsv,166.720876578,113.671875,9.806554794311523
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u017_h.tsv,127.838635141,98.1171875,8.428452491760254
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u099_h.tsv,183.531573178,124.984375,10.705230712890625
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u129_l.tsv,168.760702295,123.80078125,10.983894348144531
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u035_l.tsv,105.576679452,96.53125,8.533228874206543
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u027_h.tsv,121.50183046,109.8515625,9.695706367492676
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u038_h.tsv,98.950318348,96.91796875,8.395773887634277
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u036_l.tsv,116.188758607,116.7734375,10.12118911743164
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u039_h.tsv,105.954915363,115.33984375,10.098188400268555
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u047_h.tsv,89.916556225,108.36328125,9.31070613861084
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u054_l.tsv,87.470891975,106.328125,9.137778282165527
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u059_l.tsv,87.055987183,107.890625,9.560781478881836
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u056_l.tsv,91.398423879,114.81640625,9.900396347045898
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u061_h.tsv,85.698332594,109.51953125,9.501598358154297
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u064_l.tsv,93.69796069,105.08984375,9.256457328796387
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u063_l.tsv,104.143858752,114.5078125,10.115071296691895
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u070_h.tsv,92.241573044,94.96484375,8.111285209655762
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u077_h.tsv,95.196932351,93.49609375,7.825925827026367
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u060_h.tsv,24.360528621,125.7890625,10.867990493774414
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u066_h.tsv,22.942481296,110.5859375,9.68533706665039
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u068_l.tsv,141.147509884,116.90234375,10.370171546936035
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u065_l.tsv,160.503083319,121.61328125,10.595420837402344
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u074_h.tsv,29.576900401,94.5234375,8.320480346679688
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u094_l.tsv,158.415081083,112.125,9.994969367980957
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u081_h.tsv,50.97338195,117.06640625,9.940659523010254
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u110_l.tsv,202.037805342,109.28515625,9.695759773254395
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u040_l.tsv,164.54631083,89.10546875,7.823215484619141
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u084_h.tsv,93.199600542,113.16796875,9.893310546875
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u128_h.tsv,223.919946291,106.03515625,9.450510025024414
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u099_h.tsv,244.305193639,126.37109375,10.855518341064453
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u004_l.tsv,210.414018815,103.92578125,9.285140991210938
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u088_l.tsv,107.753392885,101.24609375,9.00146198272705
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u120_l.tsv,235.012899238,110.546875,9.954075813293457
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u022_l.tsv,212.811642309,105.7734375,9.207050323486328
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u052_h.tsv,187.561887927,103.60546875,9.24903678894043
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u092_h.tsv,125.375742621,118.44921875,10.279630661010742
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u016_h.tsv,228.334985281,116.42578125,10.128174781799316
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u046_h.tsv,224.619931972,115.91796875,10.129389762878418
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u013_l.tsv,235.267299744,121.32421875,10.254197120666504
b1-02-02-2024_rd168_hela_20240202_batch1d_200spd.tsv,261.934068869,129.19921875,11.563777923583984
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u049_l.tsv,207.196189418,116.3359375,10.020940780639648
b1-02-02-2024_rd168_hela_20240202_batch1f_200spd.tsv,257.72011462,129.2578125,11.482942581176758
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u002_l.tsv,249.69012656,127.1015625,11.177657127380371
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u111_l.tsv,131.225060929,109.734375,9.435347557067871
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u114_l.tsv,128.529867297,124.05078125,10.643250465393066
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u115_h.tsv,89.790007873,103.02734375,9.325568199157715
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u116_h.tsv,85.753536249,110.95703125,9.812029838562012
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u118_h.tsv,81.134229399,118.10546875,10.361536979675293
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u121_l.tsv,67.866096597,105.51171875,9.336652755737305
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u017_l.tsv,71.496966181,97.07421875,8.616296768188477
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u011_h.tsv,91.505457128,110.4453125,9.627540588378906
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u123_l.tsv,104.974404464,121.5234375,10.370684623718262
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u035_l.tsv,84.156952971,90.546875,7.851616859436035
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u124_l.tsv,103.632285069,119.69921875,10.324727058410645
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u027_l.tsv,94.880812802,103.0,9.264883995056152
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u038_h.tsv,109.726987779,103.23828125,8.865330696105957
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u047_l.tsv,123.609625063,101.37109375,8.963640213012695
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u063_l.tsv,131.204342053,100.92578125,9.043992042541504
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u064_l.tsv,132.063751334,100.8671875,9.04368782043457
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u036_l.tsv,155.462447711,119.66796875,10.36982250213623
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u054_l.tsv,149.330490284,105.28515625,9.157693862915039
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u070_h.tsv,132.618139737,97.19140625,8.233895301818848
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u061_h.tsv,181.710220597,113.80078125,9.613383293151855
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u077_l.tsv,159.172892317,101.5390625,8.536348342895508
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u039_h.tsv,203.783634404,115.984375,10.133106231689453
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u065_l.tsv,201.132138029,120.43359375,10.52204704284668
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u068_h.tsv,193.904853437,112.99609375,9.837952613830566
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u003_l.tsv,115.274306777,86.7734375,6.625517845153809
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u103_l.tsv,178.483230023,113.59765625,9.935830116271973
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u094_h.tsv,204.012029774,113.9453125,9.582927703857422
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u128_h.tsv,154.853827384,104.00390625,8.925419807434082
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u099_l.tsv,202.409360092,125.3125,10.847267150878906
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u120_h.tsv,162.871073467,109.953125,9.532804489135742
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u116_h.tsv,167.862989323,112.44140625,9.654949188232422
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u110_h.tsv,177.355829793,117.62109375,9.970093727111816
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u123_h.tsv,170.348329561,116.76171875,10.011946678161621
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u008_h.tsv,123.939218668,102.94921875,8.814035415649414
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u014_l.tsv,112.39739193,93.5078125,8.059945106506348
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u037_l.tsv,107.386580757,90.921875,8.091435432434082
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u042_l.tsv,105.796387511,91.69921875,8.003074645996094
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u007_l.tsv,141.910459498,122.23046875,10.620952606201172
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u010_l.tsv,130.517068656,114.77734375,10.084012985229492
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u055_l.tsv,82.690578927,86.58984375,7.2028913497924805
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u048_h.tsv,92.550644185,112.7421875,9.761724472045898
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u073_h.tsv,70.057757315,95.91796875,8.322046279907227
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u057_h.tsv,86.444317871,121.359375,10.427033424377441
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u077_h.tsv,78.605620532,104.11328125,9.085006713867188
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u095_l.tsv,76.509572469,86.74609375,7.410202980041504
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u104_h.tsv,88.096494417,88.9296875,7.333854675292969
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u112_h.tsv,100.855831185,95.43359375,7.821293830871582
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u122_l.tsv,114.779390527,94.859375,8.273541450500488
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u096_l.tsv,128.809351148,105.9609375,9.199638366699219
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u090_l.tsv,136.846156821,116.03125,9.959362030029297
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u082_h.tsv,145.681097781,125.3359375,10.810256958007812
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u097_l.tsv,176.538080902,116.0859375,10.268448829650879
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u003_l.tsv,150.101427829,95.62109375,7.339447975158691
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u017_l.tsv,155.7224392,96.0078125,8.159612655639648
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u009_h.tsv,166.227141324,100.1015625,8.546806335449219
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u131_h.tsv,173.291708577,101.25390625,8.942421913146973
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u127_h.tsv,184.904387527,105.375,9.398348808288574
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u035_l.tsv,164.402580287,95.79296875,8.570685386657715
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u011_h.tsv,200.543303178,110.63671875,9.509252548217773
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u027_l.tsv,192.91844403,108.28125,9.552385330200195
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u119_h.tsv,230.224316772,126.48046875,10.853079795837402
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u055_h.tsv,131.495021306,90.30078125,7.285195350646973
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u129_h.tsv,220.529584558,123.81640625,10.901552200317383
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u047_l.tsv,170.985800027,105.01171875,9.116083145141602
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u036_l.tsv,196.442497198,113.98046875,9.902174949645996
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u054_l.tsv,159.734602625,104.91796875,9.020203590393066
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u039_h.tsv,195.663954672,114.83203125,9.828234672546387
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u064_l.tsv,125.806974572,97.4921875,8.637105941772461
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u063_l.tsv,142.268542797,113.26953125,9.94321346282959
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u065_l.tsv,144.283459574,121.90625,10.52180004119873
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u068_h.tsv,139.166527043,118.7734375,10.420721054077148
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u070_h.tsv,103.617618564,101.09765625,8.675507545471191
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u108_l.tsv,83.548584774,87.6875,7.077099800109863
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u096_h.tsv,98.085863334,104.98046875,8.802985191345215
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u090_h.tsv,111.495187088,117.80078125,10.191841125488281
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u099_l.tsv,102.81337141,125.08984375,10.755647659301758
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u116_h.tsv,92.934603039,116.4375,10.204791069030762
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u120_h.tsv,92.997310167,117.73046875,10.293755531311035
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u128_h.tsv,81.342088371,107.55859375,9.216713905334473
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u123_h.tsv,94.763320644,120.42578125,10.24312973022461
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u004_l.tsv,93.717376559,111.9609375,9.871334075927734
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u040_l.tsv,81.015946893,92.49609375,8.002429962158203
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u002_l.tsv,104.532862592,122.91796875,10.851105690002441
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u020_l.tsv,102.705507541,104.3125,9.342811584472656
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u022_l.tsv,112.05490546,110.21484375,9.615525245666504
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u013_l.tsv,122.14401133,122.59375,10.406754493713379
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u016_h.tsv,122.244998639,120.375,10.448296546936035
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u046_h.tsv,119.213842915,112.640625,9.750027656555176
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u049_l.tsv,129.649892896,115.58203125,9.998372077941895
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u088_l.tsv,121.627341399,100.68359375,8.728517532348633
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u052_h.tsv,143.430884594,114.0703125,10.030317306518555
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u066_h.tsv,149.144841877,110.43359375,9.629571914672852
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u074_h.tsv,178.062976651,112.921875,9.888834953308105
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u084_h.tsv,182.572514872,116.04296875,10.152973175048828
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u092_h.tsv,175.13418966,108.5234375,9.279109001159668
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u111_h.tsv,179.461926414,111.640625,9.60128116607666
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u060_h.tsv,209.865966703,125.75,10.684337615966797
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u121_l.tsv,152.713918592,103.73046875,8.992499351501465
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u116_h.tsv,163.490332156,112.9296875,9.930559158325195
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u115_h.tsv,174.855994291,117.140625,10.31184196472168
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u114_l.tsv,186.99784297,123.26953125,10.588943481445312
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u118_h.tsv,161.151549086,118.70703125,10.427559852600098
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u124_l.tsv,140.616316238,117.66015625,10.186594009399414
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u123_l.tsv,153.384220517,122.7734375,10.531672477722168
