filename,time(s),input size(Mb),output size(Mb)
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u011_h.tsv,71.360288284,115.48046875,4.63913631439209
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u017_h.tsv,69.073515637,111.15625,4.526293754577637
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u035_l.tsv,62.186281436,99.84375,4.300846099853516
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u128_h.tsv,27.335001439,115.80859375,4.625731468200684
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u027_h.tsv,96.112951678,119.546875,4.719150543212891
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u038_h.tsv,98.074326067,105.02734375,4.3087663650512695
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u036_l.tsv,131.686829597,119.08203125,4.692299842834473
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u054_l.tsv,127.064195544,106.56640625,4.430793762207031
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u039_h.tsv,137.288991526,115.4453125,4.560818672180176
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u077_h.tsv,160.417963092,101.54296875,4.375847816467285
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u059_l.tsv,175.350097982,113.29296875,4.634796142578125
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u056_l.tsv,181.438056509,119.984375,4.698603630065918
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u009_l.tsv,108.300888915,75.4609375,3.23166561126709
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u063_l.tsv,178.869304424,111.5078125,4.66295051574707
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u070_h.tsv,173.79730935,100.84375,4.28788948059082
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u047_h.tsv,190.752139185,118.109375,4.631288528442383
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u003_h.tsv,116.100983093,80.75390625,2.947871208190918
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u064_l.tsv,182.056151364,111.17578125,4.555006980895996
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u061_h.tsv,185.565398997,114.04296875,4.621524810791016
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u065_l.tsv,188.55200985,114.78125,4.572639465332031
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u094_l.tsv,186.219503841,113.57421875,4.621589660644531
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u068_l.tsv,195.352197207,121.671875,4.889838218688965
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u120_l.tsv,168.628795489,112.2734375,4.599989891052246
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u110_l.tsv,175.039884333,113.73828125,4.553220748901367
b1-02-02-2024_rd168_cfr_230713_inj1-200spd_ccri-429_u099_h.tsv,193.197730936,127.25390625,4.9237565994262695
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u021_l.tsv,84.271680424,79.14453125,3.176363945007324
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u011_h.tsv,128.434426778,116.5390625,4.536460876464844
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u017_h.tsv,95.23928742,106.6015625,4.273043632507324
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u014_l.tsv,102.999928833,121.0,4.618254661560059
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u038_h.tsv,68.922681314,100.38671875,3.9085693359375
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u077_h.tsv,89.340252297,80.3828125,3.335702896118164
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u066_l.tsv,98.903193414,90.328125,3.7236709594726562
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u043_h.tsv,115.031869472,107.9609375,4.159182548522949
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u027_h.tsv,137.787557369,117.28515625,4.567194938659668
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u059_l.tsv,136.652820721,101.640625,4.140046119689941
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u112_l.tsv,124.549371833,86.61328125,3.7242584228515625
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u070_h.tsv,144.935769295,83.125,3.357288360595703
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u104_l.tsv,139.18279452,93.21484375,3.7868099212646484
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u047_h.tsv,160.666929255,113.01171875,4.442135810852051
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u128_h.tsv,146.799825067,95.65625,3.9718971252441406
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u067_h.tsv,171.071657831,111.3359375,4.361379623413086
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u003_h.tsv,142.802808139,92.37890625,3.3345441818237305
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u064_l.tsv,176.655198533,115.234375,4.530591011047363
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u011_h.tsv,147.241888422,98.421875,3.9626569747924805
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u107_l.tsv,168.210927909,107.5078125,4.367888450622559
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u060_l.tsv,192.510866838,124.24609375,4.791501045227051
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u017_h.tsv,128.659608389,98.1171875,3.994091033935547
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u120_l.tsv,170.185801463,113.671875,4.534801483154297
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u099_h.tsv,187.775139207,124.984375,4.799132347106934
b1-02-02-2024_rd168_eco_230802_inj1-200spd_ccri-12923_u129_l.tsv,174.179280071,123.80078125,4.943373680114746
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u035_l.tsv,104.423843102,96.53125,4.06435489654541
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u027_h.tsv,113.955877583,109.8515625,4.428319931030273
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u038_h.tsv,89.73904736,96.91796875,3.9406375885009766
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u036_l.tsv,115.374900448,116.7734375,4.590968132019043
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u039_h.tsv,103.915718646,115.33984375,4.586976051330566
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u047_h.tsv,98.099083296,108.36328125,4.2780866622924805
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u054_l.tsv,99.330143354,106.328125,4.235997200012207
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u059_l.tsv,137.713284749,107.890625,4.458281517028809
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u120_l.tsv,101.440265232,110.546875,4.584796905517578
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u099_h.tsv,114.957416793,126.37109375,4.845047950744629
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u056_l.tsv,154.550365545,114.81640625,4.4913177490234375
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u128_h.tsv,111.227423092,106.03515625,4.367406845092773
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u070_h.tsv,146.385228957,94.96484375,3.9258642196655273
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u077_h.tsv,143.788032645,93.49609375,3.7495126724243164
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u064_l.tsv,160.412070535,105.08984375,4.293903350830078
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u061_h.tsv,168.190801111,109.51953125,4.375095367431641
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u110_l.tsv,148.194664457,109.28515625,4.444374084472656
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u063_l.tsv,174.436461945,114.5078125,4.645814895629883
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u094_l.tsv,162.409206682,112.125,4.602346420288086
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u068_l.tsv,174.74334087,116.90234375,4.759329795837402
b1-02-02-2024_rd168_efa_231108_inj1-200spd_ccri-95_u065_l.tsv,182.614315726,121.61328125,4.75511360168457
b1-02-02-2024_rd168_hela_20240202_batch1d_200spd.tsv,142.860398004,129.19921875,5.064302444458008
b1-02-02-2024_rd168_hela_20240202_batch1f_200spd.tsv,144.05063342,129.2578125,5.030574798583984
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u004_l.tsv,124.582140684,103.92578125,4.306759834289551
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u002_l.tsv,145.148738807,127.1015625,4.9943084716796875
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u016_h.tsv,131.438673837,116.42578125,4.576695442199707
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u013_l.tsv,136.53399827,121.32421875,4.622638702392578
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u040_l.tsv,81.919176615,89.10546875,3.8738908767700195
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u022_l.tsv,91.571639538,105.7734375,4.265602111816406
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u046_h.tsv,94.898463932,115.91796875,4.559812545776367
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u049_l.tsv,92.304849737,116.3359375,4.55987548828125
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u052_h.tsv,84.072523239,103.60546875,4.305625915527344
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u074_h.tsv,90.303469005,94.5234375,3.970407485961914
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u011_h.tsv,65.680940534,110.4453125,4.388206481933594
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u124_l.tsv,71.452868721,119.69921875,4.620152473449707
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u123_l.tsv,72.539570488,121.5234375,4.626709938049316
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u066_h.tsv,132.979626073,110.5859375,4.414017677307129
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u060_h.tsv,169.333572886,125.7890625,4.8734941482543945
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u088_l.tsv,158.984916383,101.24609375,4.2636871337890625
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u081_h.tsv,177.473165538,117.06640625,4.472443580627441
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u115_h.tsv,165.49159569,103.02734375,4.323040962219238
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u084_h.tsv,180.849924116,113.16796875,4.509291648864746
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u036_l.tsv,123.346050709,119.66796875,4.680910110473633
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u111_l.tsv,180.474620502,109.734375,4.3187055587768555
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u017_l.tsv,147.331504513,97.07421875,4.1035919189453125
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u035_l.tsv,131.261609753,90.546875,3.843921661376953
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u121_l.tsv,170.262209616,105.51171875,4.351483345031738
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u092_h.tsv,196.020290458,118.44921875,4.621883392333984
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u116_h.tsv,181.79012046,110.95703125,4.468263626098633
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u027_l.tsv,146.421068441,103.0,4.305436134338379
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u038_h.tsv,125.499242055,103.23828125,4.096715927124023
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u118_h.tsv,185.620785319,118.10546875,4.690375328063965
b1-02-02-2024_rd168_kpn_230726_inj1-200spd_ccri-563_u114_l.tsv,198.137770785,124.05078125,4.765148162841797
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u047_l.tsv,112.165450512,101.37109375,4.201879501342773
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u054_l.tsv,114.284440933,105.28515625,4.266645431518555
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u039_h.tsv,121.042508286,115.984375,4.5842742919921875
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u061_h.tsv,110.344352232,113.80078125,4.376294136047363
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u063_l.tsv,81.287590628,100.92578125,4.299154281616211
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u064_l.tsv,77.183166505,100.8671875,4.225669860839844
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u070_h.tsv,69.359019317,97.19140625,3.9368515014648438
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u065_l.tsv,87.086546843,120.43359375,4.7179059982299805
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u077_l.tsv,75.642967622,101.5390625,4.017303466796875
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u068_h.tsv,86.124663112,112.99609375,4.519998550415039
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u003_l.tsv,78.491365481,86.7734375,3.2188777923583984
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u110_h.tsv,169.219344756,117.62109375,4.503318786621094
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u099_l.tsv,178.012355712,125.3125,4.863138198852539
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u057_h.tsv,113.434994219,121.359375,4.657218933105469
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u103_l.tsv,174.856561404,113.59765625,4.5380353927612305
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u120_h.tsv,174.26125145,109.953125,4.3839826583862305
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u116_h.tsv,177.964964603,112.44140625,4.40700626373291
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u037_l.tsv,147.502049226,90.921875,3.926664352416992
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u077_h.tsv,114.99530166,104.11328125,4.231853485107422
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u014_l.tsv,152.944194265,93.5078125,3.8882675170898438
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u042_l.tsv,148.205094442,91.69921875,3.902316093444824
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u094_h.tsv,197.392140137,113.9453125,4.393061637878418
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u055_l.tsv,137.246813657,86.58984375,3.545440673828125
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u128_h.tsv,181.692858088,104.00390625,4.180688858032227
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u008_h.tsv,167.821025734,102.94921875,4.1173295974731445
b1-02-02-2024_rd168_pae_231026_inj1-200spd_ccri-961_u123_h.tsv,189.703820302,116.76171875,4.507341384887695
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u073_h.tsv,132.968582243,95.91796875,3.9920787811279297
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u048_h.tsv,158.490646911,112.7421875,4.43856143951416
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u010_l.tsv,172.020468158,114.77734375,4.575037956237793
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u007_l.tsv,190.556213961,122.23046875,4.784897804260254
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u082_h.tsv,117.368061997,125.3359375,4.806628227233887
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u095_l.tsv,64.718133176,86.74609375,3.651932716369629
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u104_h.tsv,84.260540646,88.9296875,3.5480947494506836
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u090_l.tsv,122.296630018,116.03125,4.493155479431152
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u112_h.tsv,111.087177395,95.43359375,3.7416200637817383
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u122_l.tsv,134.578911197,94.859375,3.9794702529907227
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u096_l.tsv,155.676330481,105.9609375,4.276549339294434
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u003_l.tsv,163.565470103,95.62109375,3.4941444396972656
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u017_l.tsv,173.498321684,96.0078125,3.9472436904907227
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u035_l.tsv,176.86207921,95.79296875,4.074328422546387
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u009_h.tsv,183.777974864,100.1015625,4.027215003967285
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u131_h.tsv,199.996444113,101.25390625,4.187719345092773
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u127_h.tsv,203.969384632,105.375,4.311450958251953
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u097_l.tsv,213.115146605,116.0859375,4.6914472579956055
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u055_h.tsv,140.816670005,90.30078125,3.5168399810791016
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u027_l.tsv,213.692624777,108.28125,4.3797502517700195
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u047_l.tsv,203.269388249,105.01171875,4.224984169006348
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u011_h.tsv,219.714674585,110.63671875,4.347491264343262
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u054_l.tsv,178.076081854,104.91796875,4.220426559448242
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u036_l.tsv,220.476063287,113.98046875,4.494847297668457
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u039_h.tsv,221.775219608,114.83203125,4.486851692199707
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u129_h.tsv,234.722018103,123.81640625,4.885979652404785
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u064_l.tsv,126.168821559,97.4921875,4.082427024841309
b1-02-02-2024_rd168_pmi_230802_inj1-200spd_ccri-675_u119_h.tsv,239.721047513,126.48046875,4.815946578979492
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u063_l.tsv,136.83533558,113.26953125,4.596111297607422
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u065_l.tsv,124.453407856,121.90625,4.709771156311035
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u070_h.tsv,93.106838554,101.09765625,4.127154350280762
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u068_h.tsv,112.517365963,118.7734375,4.766056060791016
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u108_l.tsv,65.42525416,87.6875,3.4703826904296875
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u096_h.tsv,81.15871326,104.98046875,4.102547645568848
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u090_h.tsv,90.404661125,117.80078125,4.64206600189209
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u099_l.tsv,92.220837798,125.08984375,4.824851036071777
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u116_h.tsv,86.401621578,116.4375,4.628609657287598
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u120_h.tsv,92.372894747,117.73046875,4.667632102966309
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u128_h.tsv,101.044475505,107.55859375,4.274065017700195
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u040_l.tsv,99.894711828,92.49609375,3.920877456665039
b1-02-02-2024_rd168_sau_231012_inj1-200spd_ccri-9443_u123_h.tsv,122.178448382,120.42578125,4.579140663146973
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u004_l.tsv,129.495796056,111.9609375,4.508227348327637
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u020_l.tsv,134.96240912,104.3125,4.384483337402344
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u002_l.tsv,153.12497813,122.91796875,4.86444091796875
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u022_l.tsv,166.988381931,110.21484375,4.407939910888672
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u046_h.tsv,181.196122673,112.640625,4.431009292602539
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u016_h.tsv,193.705711647,120.375,4.713931083679199
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u013_l.tsv,198.358797777,122.59375,4.6986589431762695
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u049_l.tsv,202.277380705,115.58203125,4.543173789978027
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u088_l.tsv,173.068068218,100.68359375,4.140671730041504
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u066_h.tsv,196.984712704,110.43359375,4.406097412109375
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u052_h.tsv,202.920084759,114.0703125,4.551384925842285
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u074_h.tsv,198.949310673,112.921875,4.490775108337402
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u092_h.tsv,187.034527829,108.5234375,4.269081115722656
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u118_h.tsv,126.559396114,118.70703125,4.702059745788574
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u084_h.tsv,202.371626312,116.04296875,4.612130165100098
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u111_h.tsv,183.16418575,111.640625,4.38338565826416
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u060_h.tsv,215.728946212,125.75,4.786420822143555
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u121_l.tsv,124.043505707,103.73046875,4.212698936462402
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u116_h.tsv,145.686417527,112.9296875,4.540070533752441
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u114_l.tsv,184.232603856,123.26953125,4.748663902282715
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u115_h.tsv,157.230511175,117.140625,4.625097274780273
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u123_l.tsv,115.172073827,122.7734375,4.695217132568359
b1-02-02-2024_rd168_ssa_230707_inj1-200spd_ccri-223_u124_l.tsv,106.26494951,117.66015625,4.585323333740234
